,date,title_tagged
1676,2016-03-16,"['김무성', '이한구', '공천', '충돌']"
1677,2016-03-16,"['유승민', '보류', '역풍', '의식', '김']"
1678,2016-03-16,"['태풍', '눈', '대구', '유승민']"
1679,2016-03-16,"['공천', '탈락', '유승민', '조해진', '의원']"
1680,2016-03-16,"['이면', '합의', '설', '의심', '눈']"
1681,2016-03-16,"['진박', '전진', '배치', '엔', '이유']"
1682,2016-03-16,"['이번', '산행', '논란']"
1683,2016-03-16,"['비박', '연대', '깃발']"
1684,2016-03-16,"['민주', '청년', '비례', '경선', '중단']"
1685,2016-03-16,"['석', '미달', '땐', '책임']"
1686,2016-03-16,['억']
1687,2016-03-16,"['총선', '공약', '눈']"
1688,2016-03-17,"['공천', '내전', '혼돈', '누리']"
1689,2016-03-17,"['친', '박', '별도', '공천', '의결', '시도']"
1690,2016-03-17,"['시각', '누리', '공천', '승인', '중단']"
1691,2016-03-17,['끝']
1692,2016-03-17,"['대선', '겨냥', '박', '순혈주의', '포석']"
1693,2016-03-17,"['중대', '결심', '설', '유승민', '경우', '수']"
1694,2016-03-17,"['공천', '미적', '윤상현']"
1695,2016-03-17,"['민주', '형', '추풍낙엽']"
1696,2016-03-17,"['김한길', '불출마', '선언']"
1697,2016-03-17,"['선관위', '홍일표', '의원', '측', '고발']"
1698,2016-03-17,"['홍', '의원', '지시', '개설']"
1699,2016-03-17,"['민심', '왜곡', '여론', '조사', '방']"
1700,2016-03-18,"['김무성', '독재', '정권', '때', '공천', '직격탄']"
1701,2016-03-18,"['유승민', '측', '공', '관위', '맞대응']"
1702,2016-03-18,"['친', '박', '공관', '위원', '공천', '파열음']"
1703,2016-03-18,"['원조', '박', '진영', '덤', '니', '주', '입당', '임박']"
1704,2016-03-18,"['정청래', '지역구', '비례', '순위', '손혜원']"
1705,2016-03-18,"['김종인', '경제', '공세', '누리', '강봉균', '맞불']"
1706,2016-03-18,"['교섭단체', '등록', '명', '것']"
1707,2016-03-19,"['누리', '유승민', '최종', '결론', '오늘']"
1708,2016-03-19,"['친', '박', '핵심', '김재원', '등', '탈락']"
1709,2016-03-19,"['유승민', '겨냥', '안', '의원']"
1710,2016-03-19,"['민주', '공천', '막바지', '추가', '발표']"
1711,2016-03-19,"['부산', '사상구', '예비', '후보', '문재인']"
1712,2016-03-19,"['민주', '국민', '당', '광주', '대진표', '윤곽']"
1713,2016-03-19,"['주요', '지역', '대진표', '확정', '판세']"
1714,2016-03-20,"['민주', '비례', '대표', '파열음', '순번', '결정', '무산']"
1715,2016-03-20,"['비례', '번', '김종인', '셀프', '공천', '논란']"
1716,2016-03-20,"['비례', '번', '제자', '논문', '표절', '의혹', '도마']"
1717,2016-03-20,"['유승민', '진박', '후보']"
1718,2016-03-20,"['국민', '당', '광주', '권은희', '공천', '현역', '강세']"
1719,2016-03-20,"['여야', '빅', '매치', '대진표', '확정']"
1720,2016-03-20,"['통치', '정치', '강변', '진영', '민주', '입당']"
1721,2016-03-20,"['결별', '박', '대통령', '애증', '년']"
1722,2016-03-20,"['유승민', '뇌관', '일', '데드라인']"
1723,2016-03-21,"['암초', '여야']"
1724,2016-03-21,"['그따위', '대접', '불만', '폭발']"
1725,2016-03-21,"['친', '노', '구주', '끝', '장대', '김종인', '계산']"
1726,2016-03-21,"['박', '유승민', '역풍']"
1727,2016-03-21,"['시한', '마지막', '고사', '작전']"
1728,2016-03-21,"['소속', '출마', '길']"
1729,2016-03-21,"['결정', '반발']"
1730,2016-03-21,"['공천', '결과', '번복', '아수라장']"
1731,2016-03-21,"['민주', '중앙', '위', '시작', '김종인', '순번', '결정']"
1732,2016-03-21,"['원조', '박', '야당', '까닭']"
1733,2016-03-22,"['강견', '김종인', '비대위', '회의', '주재']"
1734,2016-03-22,"['비대', '위원', '김종인', '면담']"
1735,2016-03-22,"['사퇴', '김종인']"
1736,2016-03-22,"['문재인', '상경', '만류', '면담']"
1737,2016-03-22,"['유승민', '논의', '누리', '최고위', '전격', '취소']"
1738,2016-03-22,"['유승민', '측', '선관위', '소속', '출마', '문의']"
1739,2016-03-22,"['세월', '호', '막말', '비례', '후보', '논란']"
1740,2016-03-22,"['민주', '비대', '위원', '김종인', '자택', '대기']"
1741,2016-03-23,"['시간', '데드라인']"
1742,2016-03-23,"['시간', '내', '유승민', '결론']"
1743,2016-03-23,"['소속', '깃발', '친유', '의원', '입장']"
1744,2016-03-23,"['김무성', '이한구', '끝', '유승민', '충돌']"
1745,2016-03-23,"['이상', '공천']"
1746,2016-03-23,"['유승민', '변수', '태풍', '미풍']"
1747,2016-03-23,"['욕설', '파문', '탈당', '소속', '출마']"
1748,2016-03-23,"['당', '잔류', '비례', '번', '확정']"
1749,2016-03-23,"['민주', '비례', '사태', '정체', '논란']"
1750,2016-03-23,"['김종인', '구주', '타협', '비례']"
1751,2016-03-23,"['비례', '당선권', '안철수', '다수']"
1752,2016-03-23,"['주호영', '가처분', '인용', '공천', '효력', '정지']"
1753,2016-03-24,"['김무성', '막판', '옥새', '반란']"
1754,2016-03-24,"['외통수', '기습', '작전', '박계', '격앙']"
1755,2016-03-24,"['김무성', '옥새', '반란', '배경']"
1756,2016-03-24,"['도장', '산행', '영', '장고']"
1757,2016-03-24,"['집권', '여당', '사상', '초유', '사태', '어디']"
1758,2016-03-24,"['원유철', '긴급', '부산', '행', '김무성', '회동']"
1759,2016-03-24,"['정의', '당', '침']"
1760,2016-03-24,"['유승민', '대꾸', '가치']"
1761,2016-03-24,"['밤', '탈당', '과반']"
1762,2016-03-24,"['수도', '위기감', '이한구', '화살']"
1763,2016-03-24,"['김무성', '원유철', '부산', '회동']"
1764,2016-03-24,"['경제', '심판', '여당', '공격']"
1765,2016-03-24,"['세월', '호', '모욕', '논란', '명', '후보', '공개']"
1766,2016-03-25,"['유승민', '이재오', '지역구', '공천', '확정']"
1767,2016-03-25,"['출마', '봉쇄', '후보', '격앙']"
1768,2016-03-25,"['친', '박', '비박', '당사', '앞', '맞불', '집회']"
1769,2016-03-25,"['후보', '등록', '원천', '봉쇄', '은평', '유재길']"
1770,2016-03-25,"['저격수', '유승민', '비박', '지원']"
1771,2016-03-25,"['겉', '화합', '속', '상처']"
1772,2016-03-25,"['총선', '뒤', '환자', '계파', '대결']"
1773,2016-03-25,"['공천', '효력', '정지', '이인선', '공천', '논란']"
1774,2016-03-25,"['김종인', '문재인', '이슈', '엇박자']"
1775,2016-03-26,"['선거전', '여야', '수도', '공략']"
1776,2016-03-26,"['수도', '일', '다야', '구도', '야권', '연대', '변수']"
1777,2016-03-26,"['민주', '국민', '당', '호남', '표']"
1778,2016-03-26,"['호남', '선택', '대선', '구도', '풍향계']"
1779,2016-03-26,"['진박', '인방', '소속', '바람', '신경']"
1780,2016-03-26,"['친유', '연대', '달구벌', '표']"
1781,2016-03-26,"['총선', '남', '변수']"
1782,2016-03-26,"['노동법', '개정', '심판', '도심', '규모', '집회']"
1783,2016-03-27,"['탈당', '의원', '복당', '복당', '것']"
1784,2016-03-27,"['시간', '진박', '유승민']"
1785,2016-03-27,"['누리', '복당', '논쟁']"
1786,2016-03-27,"['특정인', '현혹', '소', '일']"
1787,2016-03-27,"['경제', '발목', '심판', '경제', '실정', '심판']"
1788,2016-03-27,"['비례', '석', '확보', '사활', '건', '국민', '당']"
1789,2016-03-27,"['총선', '사전', '투표', '총선', '판도']"
1790,2016-03-28,"['여야', '선대위', '본격', '가동', '득표', '전', '돌입']"
1791,2016-03-28,"['경제', '발목', '심판', '경제', '실정', '심판']"
1792,2016-03-28,"['민주', '국민', '당', '호남', '쟁탈전']"
1793,2016-03-28,"['다야', '수도', '판세']"
1794,2016-03-28,"['불안', '노원', '병', '안철수', '고민']"
1795,2016-03-28,"['대구', '진박']"
1796,2016-03-28,"['낙타', '바늘구멍', '복당']"
1797,2016-03-28,"['정의당', '지지율', '상승', '곡선']"
1798,2016-03-29,"['총선', '개', '키워드']"
1799,2016-03-29,"['국민', '당', '후보', '간', '단일', '허용']"
1800,2016-03-29,"['노회찬', '단일', '후보']"
1801,2016-03-29,"['국민', '당', '연대', '압박', '민주', '입장']"
1802,2016-03-29,"['단일', '산', '산', '색', '배경']"
1803,2016-03-29,"['딴지', '유승민', '겨냥', '북', '비유']"
1804,2016-03-29,"['술수', '비박']"
1805,2016-03-29,"['소속', '비박', '불씨', '차단', '누리']"
1806,2016-03-29,"['여야', '텃밭', '영호남', '주요', '지역', '판세']"
1807,2016-03-30,"['여당', '공격', '돈', '풀기', '공약']"
1808,2016-03-30,"['야권', '선심성', '한은', '우려']"
1809,2016-03-30,"['대', '비중', '최고', '캐스팅', '보트', '대']"
1810,2016-03-30,"['구행', '김무성', '총선', '뒤', '사퇴', '생각']"
1811,2016-03-30,"['유승민', '복당']"
1812,2016-03-30,"['말', '연대', '말', '반대']"
1813,2016-03-30,"['시작', '그']"
1814,2016-03-30,"['최대', '일', '조기', '쇄', '논란']"
1815,2016-03-31,"['여야', '화두', '야권', '연대']"
1816,2016-03-31,"['정당론', '고수', '민주', '조율']"
1817,2016-03-31,"['곳', '곳', '단일', '혼선']"
1818,2016-03-31,"['야권', '연대', '누리']"
1819,2016-03-31,"['누리', '안철수', '응원']"
1820,2016-03-31,"['유승민', '삼총사', '지원', '유세']"
1821,2016-03-31,"['누리', '전통', '텃밭', '이상', '기류']"
1822,2016-03-31,"['낯', '선거', '홍보', '영상']"
1823,2016-03-31,"['공식', '선거', '운동', '첫날', '날', '선', '말', '말', '말']"
1824,2016-04-01,"['야당', '충돌', '물', '야권', '연대']"
1825,2016-04-01,"['설문', '항목', '이견', '강서', '병', '단일', '급제동']"
1826,2016-04-01,"['야권', '단일', '후보', '표현', '해석']"
1827,2016-04-01,"['호남', '국민', '당과', '연대', '대신', '승부']"
1828,2016-04-01,"['야당', '내일', '광주', '격돌', '예고']"
1829,2016-04-01,"['유승민', '번', '번', '진박', '정조준']"
1830,2016-04-01,"['대선', '전초전', '희비', '김무성', '오세훈']"
1831,2016-04-01,"['오늘', '총선', '현장']"
1832,2016-04-02,"['총선', '선거', '주말', '전']"
1833,2016-04-02,"['민주', '국민', '당', '호남', '광주', '격돌']"
1835,2016-04-02,"['단일', '효과', '사실', '오늘', '데드라인']"
1836,2016-04-02,"['데드라인', '단일', '변수', '당', '입장']"
1837,2016-04-02,"['데드라인', '단일', '변수', '당', '입장']"
1838,2016-04-02,"['친', '박', '친유', '맞불', '대결', '대구']"
1839,2016-04-02,"['오늘', '총선', '현장']"
1840,2016-04-03,"['이상기류', '안방', '김무성']"
1841,2016-04-03,"['김종인', '문재인', '서울', '유세']"
1842,2016-04-03,"['안철수', '목표', '호남', '전체', '석권']"
1843,2016-04-03,"['투표지', '인쇄', '연대', '언급']"
1844,2016-04-03,"['야권', '연대', '소멸', '각', '우세', '숫자']"
1845,2016-04-03,"['시급', '천', '원', '년', '만기', '원금', '배']"
1846,2016-04-03,"['선거', '운동', '하나', '하나', '생방']"
1847,2016-04-03,"['선거', '엄살', '작전']"
1848,2016-04-03,"['헌재', '투표지', '분류기', '사용', '문제']"
1849,2016-04-04,"['파전', '총선', '곳', '혼전']"
1850,2016-04-04,"['누리', '국민', '당', '작전', '독려']"
1851,2016-04-04,"['민주', '사표', '방지', '대', '구도', '집중']"
1852,2016-04-04,"['정당론', '계속', '호소']"
1853,2016-04-04,"['다야', '격전지', '판세']"
1854,2016-04-04,"['당파', '부동층', '대', '총선']"
1855,2016-04-04,"['부동층', '날림', '공약', '도']"
1856,2016-04-04,"['골든', '타임', '계속', '후보', '간', '연대']"
1857,2016-04-04,"['페친', '투표', '공약']"
1858,2016-04-04,"['고발', '전직', '국회', '부의장']"
1859,2016-04-04,"['트', '체크', '선거', '운동', '소음', '효과', '역효과']"
1860,2016-04-05,"['안갯속', '충청', '김무성', '김종인']"
1861,2016-04-05,"['김종인', '충청', '년', '심판']"
1862,2016-04-05,"['문재인', '호남', '감자']"
1863,2016-04-05,"['국민', '당', '호남', '약진', '반', '문재', '효과']"
1864,2016-04-05,"['노원', '병', '토론회', '당', '후보', '참석']"
1865,2016-04-05,"['전가', '보도', '읍소', '전략']"
1866,2016-04-05,"['대통령', '대구', '선거', '걱정']"
1867,2016-04-05,"['유승민', '대', '망론', '비박', '유세', '등장']"
1868,2016-04-05,"['여론', '조사', '원인']"
1869,2016-04-05,"['부동층', '여론', '조사']"
1870,2016-04-05,"['비레', '석', '투표지', '개', '정당']"
1871,2016-04-05,"['선거', '공', '보무', '군', '투표', '우려']"
1872,2016-04-05,"['페친', '투표', '공약', '금요일', '친구', '투표', '몫']"
1873,2016-04-05,"['지역', '비하', '글']"
1874,2016-04-06,"['여론', '조사', '블랙아웃', '임박', '격전지', '판세']"
1875,2016-04-06,"['후보', '정당', '투표', '변수']"
1876,2016-04-06,"['반환점', '일', '간', '선거전']"
1877,2016-04-06,"['마케팅', '김종인', '돈', '비판']"
1878,2016-04-06,"['유승민', '안철수', '비례', '득표', '전략']"
1879,2016-04-06,"['건', '보료', '개편', '누리', '예산']"
1880,2016-04-06,"['고질', '보육', '대란', '당은']"
1881,2016-04-06,"['서울', '배', '선거구']"
1882,2016-04-06,"['앵커', '브리핑', '강요', '자체', '이상', '투표']"
1883,2016-04-06,"['지역', '공약', '업적', '가로채기', '공방']"
1884,2016-04-06,"['텃밭', '고전', '누리', '민주', '읍소', '유세']"
1885,2016-04-06,"['누리', '회초리', '선거전', '대구', '표']"
1886,2016-04-06,"['광주', '삼성', '유치', '공', '발상']"
1887,2016-04-06,"['선거', '참여', '기준', '정리']"
1888,2016-04-07,"['승부', '내일', '이틀', '간', '사전', '투표']"
1889,2016-04-07,"['사전', '투표', '승자', '당선', '확정']"
1890,2016-04-07,"['누리', '읍소', '총력']"
1891,2016-04-07,"['민주', '사전', '투표', '사활']"
1892,2016-04-07,"['국민', '당도', '사전', '투표', '독려']"
1893,2016-04-07,"['여야', '애창곡', '읍소']"
1894,2016-04-07,"['예측', '대', '총선', '결과']"
1895,2016-04-07,"['호남', '결정', '독']"
1896,2016-04-07,"['동시', '러브', '콜', '손학규', '선택']"
1897,2016-04-07,"['차별', '돈', '현실']"
1898,2016-04-07,"['소속', '이재오', '중', '폭행']"
1899,2016-04-08,"['사전', '투표', '첫날']"
1900,2016-04-08,"['비례', '대표', '지지', '민주', '국민', '당', '박빙']"
1901,2016-04-08,"['문재인', '호남', '지지', '대선', '불출마']"
1902,2016-04-08,"['선거', '닷새', '충북', '전', '북행']"
1903,2016-04-08,"['서청원', '박', '대통령', '누리', '대표']"
1904,2016-04-08,"['김무성', '오늘', '읍소', '대신', '야당', '심판']"
1905,2016-04-08,"['김종인', '양자택일', '선거', '지우기']"
1906,2016-04-08,"['안철수', '전국', '정당', '지향', '충청', '공략']"
1907,2016-04-08,"['나경원', '이재오', '지역구', '야권', '단일']"
1908,2016-04-09,"['사전', '투표', '마감', '지방', '선거', '참여']"
1909,2016-04-09,"['호남', '투표', '유리']"
1910,2016-04-09,"['부동층', '표', '총선', '승패']"
1911,2016-04-09,"['김무성', '동서', '애', '찬성', '나라', '꼴']"
1912,2016-04-09,"['문재인', '야권', '분열', '체제', '초래']"
1913,2016-04-09,"['안철수', '선거', '읍소', '대']"
1914,2016-04-09,"['호남', '읍소', '감투', '마케팅']"
1915,2016-04-10,"['자체', '전망', '석']"
1916,2016-04-10,"['역대', '약', '대', '국회', '운동', '정당', '탓']"
1917,2016-04-10,"['번', '번', '선택']"
1918,2016-04-10,"['혁명', '시작', '결과', '예상']"
1919,2016-04-10,"['강행군', '체력', '고갈', '말', '실수']"
1920,2016-04-10,"['은평', '갑', '서울', '야권', '단일', '후보']"
1921,2016-04-10,"['후보', '스킨십', '효과']"
1922,2016-04-11,"['총선', '막판', '승부수']"
1923,2016-04-11,"['누리', '막판', '전략']"
1924,2016-04-11,"['가짜', '야당', '선택']"
1925,2016-04-11,"['민주', '막판', '전략']"
1926,2016-04-11,"['양당', '수', '정당']"
1927,2016-04-11,"['국민', '당', '막판', '전략']"
1928,2016-04-11,"['혼탁', '선거']"
1929,2016-04-11,"['흑색', '선전']"
1930,2016-04-11,"['북', '간부', '지난해', '망명']"
1931,2016-04-11,"['북', '확인', '관행']"
1932,2016-04-11,"['대선', '그', '문제', '총선', '성적표']"
1933,2016-04-11,"['친', '박', '막판', '대구', '지원', '총력전']"
1934,2016-04-11,"['마케팅', '적통', '설전']"
1935,2016-04-11,"['유권자', '명', '중', '명', '투표']"
1936,2016-04-12,"['총선', '전야', '태풍', '눈', '표']"
1937,2016-04-12,"['정치', '번지', '접전', '석', '이상', '상징']"
1938,2016-04-12,"['탈당', '전략', '공천', '용산', '뼘', '차', '각축']"
1939,2016-04-12,"['안철수', '이준석', '자신']"
1940,2016-04-12,"['대', '표차', '승부', '심상정', '손범규']"
1941,2016-04-12,"['친', '박', '총력전', '인방', '결의']"
1942,2016-04-12,"['큰절', '호남', '홀', '대론']"
1943,2016-04-12,"['선거', '전날', '국회', '심판']"
1944,2016-04-12,"['총선', '만', '개', '일자리']"
1945,2016-04-12,"['분당', '갑', '불법', '댓글', '논란']"
1946,2016-04-12,"['대표', '이상', '수도']"
1947,2016-04-12,"['신분증', '필', '장', '기표']"
1948,2016-04-12,"['선거', '운동', '마지막', '날', '열전']"
1949,2016-04-12,"['김종인', '당', '결국', '흡수']"
1950,2016-04-12,"['안철수', '번']"
1951,2016-04-12,"['심상정', '정의당', '정치', '것']"
1952,2016-04-12,"['앵커', '브리핑', '모두', '나무', '상록', '타워']"
1953,2016-04-12,"['선거', '운동', '마지막', '날', '당', '마무리', '유세']"
1954,2016-04-12,"['민주', '정권', '교체']"
1955,2016-04-12,"['국민', '당', '정당론']"
1956,2016-04-12,"['정의당', '대안', '정당론']"
1957,2016-04-12,"['선거전', '유권자', '선택']"
1958,2016-03-02,"['선거', '번', '원내대표', '몽니']"
1959,2016-03-02,"['발', '명']"
1960,2016-03-02,"['세월', '호가', '발목']"
1961,2016-03-02,"['김종인', '야권', '통합', '승부수']"
1962,2016-03-02,"['통합', '제의', '국민', '목소리']"
1963,2016-03-02,"['김무성', '통합', '거']"
1964,2016-03-02,"['관악', '전략', '공천']"
1965,2016-03-02,"['국민', '당', '합류']"
1966,2016-03-03,['대구']
1967,2016-03-03,['괴문서']
1968,2016-03-03,"['안철수', '비판', '김한길', '두둔']"
1969,2016-03-03,"['안철수', '정치', '공작', '당']"
1970,2016-03-03,"['위장', '이혼', '꼼수', '야권', '통합', '맹비난']"
1971,2016-03-03,"['위기', '안철수']"
1972,2016-03-03,"['김민석', '박준영', '접촉']"
1973,2016-03-03,['맞대결']
1974,2016-03-03,"['서울', '중심', '표']"
1975,2016-03-04,"['차', '경선', '곳', '발표']"
1976,2016-03-04,"['조경태', '본선', '직행']"
1977,2016-03-04,"['이한구', '당혹', '김무성']"
1978,2016-03-04,"['유출', '문제']"
1979,2016-03-04,"['괴문서', '출현']"
1980,2016-03-04,"['인기투표', '잡음']"
1981,2016-03-04,"['김무성', '김종인', '안철수', '조우']"
1982,2016-03-04,"['사당', '호객', '행위']"
1983,2016-03-04,"['문병호', '등', '명', '통합', '해당', '행위']"
1984,2016-03-04,"['야권', '통합', '긴급', '논의']"
1985,2016-03-04,"['통합', '밀사', '최재천']"
1986,2016-03-04,"['불안', '안철수']"
1987,2016-03-05,"['탈당', '시사', '반발']"
1988,2016-03-05,"['면접', '관', '이한구', '앞', '김무성']"
1989,2016-03-05,"['누가', '킬러']"
1990,2016-03-05,"['야권', '통합', '결론']"
1991,2016-03-05,"['야권', '수도', '연대']"
1992,2016-03-05,['통합']
1993,2016-03-05,['불법행위']
1994,2016-03-06,"['면접', '김무성', '이발']"
1995,2016-03-06,"['단수', '추천', '문제']"
1996,2016-03-06,"['나', '수험']"
1997,2016-03-06,"['당사', '행패']"
1998,2016-03-06,"['막말', '후보', '강수']"
1999,2016-03-06,['나']
2000,2016-03-06,"['안철수', '야권', '통합', '제안', '거부']"
2001,2016-03-06,"['압승', '저지', '고민']"
2002,2016-03-06,"['정운찬', '비례']"
2003,2016-03-06,"['현역', '진땀']"
2004,2016-03-07,"['반대', '최고위', '의결']"
2005,2016-03-07,"['최고위', '김무성', '설전']"
2006,2016-03-07,"['배경', '판']"
2007,2016-03-07,"['김태환', '전략', '공천', '컷오프']"
2008,2016-03-07,"['동지', '적']"
2009,2016-03-07,"['문재', '인표', '전략', '공천']"
2010,2016-03-07,"['날벼락', '반발']"
2011,2016-03-07,"['안철수', '김한길', '연대', '정면충돌']"
2012,2016-03-07,"['김한길', '주장', '환영']"
2013,2016-03-07,"['식구', '고성']"
2014,2016-03-07,"['통폐합', '곳', '승자']"
2015,2016-03-08,"['노골', '물갈이', '언급']"
2016,2016-03-08,"['선', '중진', '겨', '낭']"
2017,2016-03-08,"['내', '나이', '년', '대생', '반발']"
2018,2016-03-08,['만남']
2019,2016-03-08,"['김한길', '김종인', '통합']"
2021,2016-03-08,"['안철수', '요지부동', '김한길', '선택']"
2022,2016-03-08,"['홍의락', '컷오프']"
2023,2016-03-08,"['중전', '마마', '복장']"
2024,2016-03-08,['우정']
2025,2016-03-09,"['침묵', '김무성', '윤상현', '사과', '거부']"
2026,2016-03-09,"['사과', '유포', '음모']"
2027,2016-03-09,"['지난달', '일', '일']"
2028,2016-03-09,"['정계', '은퇴', '실수']"
2029,2016-03-09,['대표']
2030,2016-03-09,"['둘', '분란', '자제']"
2031,2016-03-09,['날']
2032,2016-03-09,"['김경협', '컷오프', '제외', '노', '공천']"
2033,2016-03-09,"['차', '컷오프', '발표', '연기']"
2034,2016-03-09,"['임내현', '컷오프']"
2035,2016-03-09,"['야권', '연대', '국민', '당', '내홍']"
2036,2016-03-10,"['명', '본선', '직행']"
2037,2016-03-10,"['발표', '김무성', '이한구', '보류']"
2038,2016-03-10,"['집', '오늘', '문전', '박대']"
2039,2016-03-10,"['김무성', '마음', '춘래', '사춘']"
2040,2016-03-10,"['윤상현', '통화', '상대방', '누구']"
2041,2016-03-10,"['막말', '윤상현', '정계', '은퇴']"
2042,2016-03-10,"['황진하', '등', '공', '관위', '거부']"
2043,2016-03-10,"['내', '로맨스']"
2044,2016-03-10,"['정청래', '등', '현역', '명', '공천', '탈락']"
2045,2016-03-10,"['컷오프', '기준']"
2046,2016-03-10,"['정청래', '막말', '어록']"
2047,2016-03-10,"['컷오프', '후폭풍']"
2048,2016-03-10,"['공천', '친', '노']"
2049,2016-03-10,"['친', '노', '핵심']"
2050,2016-03-10,['정치']
2051,2016-03-11,"['곳', '후보', '확정', '곳', '경선']"
2052,2016-03-11,"['갈등', '화해']"
2053,2016-03-11,"['말', '김무성']"
2054,2016-03-11,"['친', '박계', '클린', '공천', '단서', '조사']"
2055,2016-03-11,"['등', '수도', '박']"
2056,2016-03-11,"['곳', '결과', '발표']"
2057,2016-03-11,"['전병헌', '오영식', '탈락']"
2058,2016-03-11,"['탈당', '공천', '탈락']"
2059,2016-03-11,['이해찬']
2060,2016-03-11,"['이틀', '침묵']"
2061,2016-03-11,"['정동영', '주승용', '등', '공', '천', '천', '정배', '연기']"
2062,2016-03-11,"['지도부', '대립', '국민', '당', '분당', '위기']"
2063,2016-03-11,"['천정배', '김한길', '최재천', '전격', '회동']"
2064,2016-03-12,"['누리', '현역', '명', '강길부', '박대동', '탈락']"
2065,2016-03-12,['탈락']
2066,2016-03-12,['윤상현']
2067,2016-03-12,"['국민', '당']"
2068,2016-03-12,['밀담']
2069,2016-03-12,['전화']
2070,2016-03-13,"['현역', '명', '탈락']"
2071,2016-03-13,"['김무성', '보류']"
2072,2016-03-13,"['유승민', '내일', '발표', '나']"
2073,2016-03-13,"['막말', '윤상현']"
2074,2016-03-13,"['엄격', '심사']"
2075,2016-03-13,"['허정무', '조훈현', '지원']"
2076,2016-03-13,"['전병헌', '반발']"
2077,2016-03-13,"['개소식', '불참']"
2078,2016-03-13,"['문재인', '어디']"
2079,2016-03-13,"['연대', '불가', '재확인']"
2080,2016-03-14,"['현역', '명', '곳', '후보', '확정']"
2081,2016-03-14,"['현역', '명', '경선', '탈락']"
2082,2016-03-14,"['응분', '대']"
2083,2016-03-14,"['두문불출', '윤상현', '불출마']"
2084,2016-03-14,"['선거', '대구', '민심', '싸움']"
2085,2016-03-14,"['달', '만', '입', '연', '김무성']"
2086,2016-03-14,"['이해찬', '이미경', '정호준', '명', '탈락']"
2087,2016-03-14,"['이해찬', '결국', '탈락']"
2088,2016-03-14,"['이미경', '정호준', '탈락']"
2089,2016-03-14,"['공천', '마무리']"
2090,2016-03-14,"['추가', '현역']"
2091,2016-03-14,"['초반전', '대진표']"
2092,2016-03-14,"['격전지', '곳', '초', '접전']"
2093,2016-03-15,"['종로', '오세훈', '공천', '현역', '명', '탈락']"
2094,2016-03-15,"['속', '사람']"
2095,2016-03-15,"['기구', '유승민', '정치', '인생']"
2096,2016-03-15,"['이한구', '송곳', '비판']"
2097,2016-03-15,"['대구', '민심']"
2098,2016-03-15,"['명', '번', '전화']"
2099,2016-03-15,"['이해찬', '무소속', '출마', '노', '반발']"
2100,2016-03-15,"['홍', '걸', '현철', '씨', '공천', '가능']"
2101,2016-03-15,"['천정배', '수도', '연대', '철회']"
2102,2016-03-15,"['정호준', '탈당', '아버지', '국민', '당']"
2103,2016-03-15,"['국민', '당', '현역', '민주', '저격', '공천']"
2104,2016-03-16,['이해']
2105,2016-03-16,"['김무성', '용납', '공천', '지역', '어디']"
2106,2016-03-16,"['분', '만', '반격']"
2107,2016-03-16,"['거취', '핑퐁', '게임']"
2108,2016-03-16,"['지지자', '탄식']"
2109,2016-03-16,"['측근', '위', '전화']"
2110,2016-03-16,"['탈당', '잔류', '고심', '중', '이재오']"
2111,2016-03-16,"['당', '정체', '청와대', '뜻']"
2112,2016-03-16,"['잠적', '윤상현', '무소속', '마설']"
2113,2016-03-16,['김무성']
2114,2016-03-16,"['대', '총선', '보복', '공천', '판박이']"
2115,2016-03-16,"['석', '사퇴']"
2116,2016-03-16,"['종시', '공천', '저격', '공천', '분노']"
2117,2016-03-17,"['최고위', '분열', '김무성', '사과']"
2118,2016-03-17,"['사과', '일', '여유']"
2119,2016-03-17,"['김', '대표', '잘못']"
2120,2016-03-17,"['우릴', '무시']"
2121,2016-03-17,['유승민']
2122,2016-03-17,"['소속', '당선', '뒤', '누리', '복귀']"
2123,2016-03-17,"['이한구', '말', '대로']"
2124,2016-03-17,"['비박', '연쇄', '탈당']"
2125,2016-03-17,"['강봉균', '영입']"
2126,2016-03-17,"['김한길', '불출마', '말', '안철수']"
2127,2016-03-17,"['이삭줍기', '본격화']"
2128,2016-03-17,"['지지율', '급락']"
2129,2016-03-17,"['실세', '박', '노', '공천', '성적표']"
2130,2016-03-18,"['고성', '최고위', '박', '비박', '충돌']"
2131,2016-03-18,"['파행', '빚', '최고위', '밤', '시', '재개']"
2132,2016-03-18,"['공천', '파동', '옥새', '투쟁', '김무성']"
2133,2016-03-18,"['우리', '유승민']"
2134,2016-03-18,"['탈당', '탈당']"
2135,2016-03-18,"['유승민', '조해진', '격려']"
2136,2016-03-18,"['이한구', '거짓말']"
2137,2016-03-18,"['김무성', '저격수', '자처', '부산']"
2138,2016-03-18,"['전병헌', '영입']"
2139,2016-03-19,"['현역', '명', '공천', '탈락']"
2140,2016-03-19,"['친', '박', '핵심', '김재원', '탈락', '물갈이']"
2141,2016-03-19,"['비례', '추가', '공모']"
2142,2016-03-19,"['유승민', '최종', '결론']"
2143,2016-03-19,"['분위기', '개소식']"
2144,2016-03-19,"['자해', '공갈', '수준']"
2145,2016-03-19,"['호', '인사', '줄', '탈락']"
2146,2016-03-19,"['문재인', '김종인', '허락']"
2147,2016-03-19,"['광주', '김동철', '공천']"
2148,2016-03-19,"['광주', '대진표', '윤곽']"
